Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Characteristics [Organ],Characteristics [Cell Type],Characteristics [Cell Cycle Stage],Term Source 2 REF,Assay Name,Experimental Condition [Antibody Target 1],Experimental Condition [Antibody Target 2],Comment [Gene Identifier 1],Comment [Gene Identifier 2],Comment [Gene Symbol 1],Comment [Gene Symbol 2],Comment [Gene Annotation Comments],Image File,Comment [Image File Path],Comment [Image File Comments],Comment [Image File Type],Channels,Processed Data File
Wild Type,WT_2.8.19_plant17_slide2_image7,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image7,WT/WT_2.8.19_plant17_slide2_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_27.2.20_plant4_slide1_image4_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_27.2.20_plant4_slide1_image4,WT/WT_27.2.20_plant4_slide1_image4,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_27.2.20_plant4_slide1_image4_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_27.2.20_plant4_slide1_image4,WT/WT_27.2.20_plant4_slide1_image4,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_27.2.20_plant4_slide1_image4_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_27.2.20_plant4_slide1_image4,WT/WT_27.2.20_plant4_slide1_image4,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_27.2.20_plant4_slide1_image4_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_27.2.20_plant4_slide1_image4,WT/WT_27.2.20_plant4_slide1_image4,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_27.2.20_plant4_slide1_image7_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_27.2.20_plant4_slide1_image7,WT/WT_27.2.20_plant4_slide1_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_27.2.20_plant4_slide1_image7_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_27.2.20_plant4_slide1_image7,WT/WT_27.2.20_plant4_slide1_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_27.2.20_plant4_slide1_image7_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_27.2.20_plant4_slide1_image7,WT/WT_27.2.20_plant4_slide1_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_27.2.20_plant4_slide1_image7_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_27.2.20_plant4_slide1_image7,WT/WT_27.2.20_plant4_slide1_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_27.2.20_plant4_slide1_image7_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_27.2.20_plant4_slide1_image7,WT/WT_27.2.20_plant4_slide1_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_27.2.20_plant4_slide1_image8_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_27.2.20_plant4_slide1_image8,WT/WT_27.2.20_plant4_slide1_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_27.2.20_plant4_slide1_image8_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_27.2.20_plant4_slide1_image8,WT/WT_27.2.20_plant4_slide1_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_27.2.20_plant4_slide1_image8_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_27.2.20_plant4_slide1_image8,WT/WT_27.2.20_plant4_slide1_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_27.2.20_plant4_slide1_image8_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_27.2.20_plant4_slide1_image8,WT/WT_27.2.20_plant4_slide1_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_27.2.20_plant4_slide1_image8_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_27.2.20_plant4_slide1_image8,WT/WT_27.2.20_plant4_slide1_image8,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_27.2.20_plant4_slide1_image9_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_27.2.20_plant4_slide1_image9,WT/WT_27.2.20_plant4_slide1_image9,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_27.2.20_plant4_slide1_image9_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_27.2.20_plant4_slide1_image9,WT/WT_27.2.20_plant4_slide1_image9,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_27.2.20_plant4_slide1_image9_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_27.2.20_plant4_slide1_image9,WT/WT_27.2.20_plant4_slide1_image9,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_27.2.20_plant4_slide1_image9_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_27.2.20_plant4_slide1_image9,WT/WT_27.2.20_plant4_slide1_image9,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_27.2.20_plant4_slide1_image9_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_27.2.20_plant4_slide1_image9,WT/WT_27.2.20_plant4_slide1_image9,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image10_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image10,WT/WT_2.8.19_plant17_slide2_image10,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image10_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image10,WT/WT_2.8.19_plant17_slide2_image10,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image10_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image10,WT/WT_2.8.19_plant17_slide2_image10,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image10_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image10,WT/WT_2.8.19_plant17_slide2_image10,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image10_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image10,WT/WT_2.8.19_plant17_slide2_image10,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image11_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image11,WT/WT_2.8.19_plant17_slide2_image11,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image11_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image11,WT/WT_2.8.19_plant17_slide2_image11,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image11_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image11,WT/WT_2.8.19_plant17_slide2_image11,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image11_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image11,WT/WT_2.8.19_plant17_slide2_image11,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image11_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image11,WT/WT_2.8.19_plant17_slide2_image11,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image12_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image12,WT/WT_2.8.19_plant17_slide2_image12,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image12_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image12,WT/WT_2.8.19_plant17_slide2_image12,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image12_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image12,WT/WT_2.8.19_plant17_slide2_image12,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image12_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image12,WT/WT_2.8.19_plant17_slide2_image12,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image12_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image12,WT/WT_2.8.19_plant17_slide2_image12,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image13_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image13,WT/WT_2.8.19_plant17_slide2_image13,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image13_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image13,WT/WT_2.8.19_plant17_slide2_image13,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image13_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image13,WT/WT_2.8.19_plant17_slide2_image13,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image13_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image13,WT/WT_2.8.19_plant17_slide2_image13,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image13_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image13,WT/WT_2.8.19_plant17_slide2_image13,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image7_Path11.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image7,WT/WT_2.8.19_plant17_slide2_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image7_Path12.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image7,WT/WT_2.8.19_plant17_slide2_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image7_Path13.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image7,WT/WT_2.8.19_plant17_slide2_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_2.8.19_plant17_slide2_image7_Path14.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image7,WT/WT_2.8.19_plant17_slide2_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
